name,genre
The Man from Nowhere,Action
Ramona and Beezus,Comedy
Trollhunter,Drama
Valentine's Day,Comedy
Letters to Juliet,Adventure
Dear John,Drama
Get Him to the Greek,Comedy
Dinner for Schmucks,Comedy
How Do You Know,Comedy
The Secret World of Arrietty,Animation
Gulliver's Travels,Adventure
Submarine,Comedy
Tooth Fairy,Comedy
The Switch,Comedy
Step Up,Drama
The Way,Comedy
Elektra Luxx,Comedy
Black Death,Action
Certified Copy,Drama
Wall Street: Money Never Sleeps,Drama
The Last Song,Drama
Cop Out,Action
Rubber,Comedy
Biutiful,Drama
You Again,Comedy
The Bounty Hunter,Action
From Paris with Love,Action
13 Assassins,Action
Nanny McPhee Returns,Comedy
All Good Things,Crime
Wild Target,Action
When in Rome,Comedy
Going the Distance,Comedy
Somewhere,Comedy
Secretariat,Biography
Ip Man 2,Action
Death at a Funeral,Comedy
The Spy Next Door,Action
Hereafter,Drama
Repo Men,Action
Vampires Suck,Comedy
I'm Still Here,Comedy
The Whistleblower,Biography
Tamara Drewe,Comedy
Twelve,Action
The Housemaid,Drama
Beginners,Comedy
Legend of the Guardians: the Owls of Ga'Hoole,Animation
Rabbit Hole,Drama
Meek's Cutoff,Adventure
Conviction,Biography
Trust,Crime
My Name Is Khan,Drama
Last Night,Drama
The Company Men,Drama
Cyrus,Comedy
Paranormal Activity 2,Horror
The Killer Inside Me,Crime
The Extra Man,Comedy
Greenberg,Comedy
Stone,Drama
Why Did I Get Married Too?,Comedy
The Last Exorcism,Horror
Dirty Girl,Comedy
London Boulevard,Crime
Fair Game,Biography
The Silence,Crime
The Back-up Plan,Comedy
What If...,Drama
Udaan,Drama
Don't Be Afraid of the Dark,Fantasy
Country Strong,Drama
Little White Lies,Comedy
Charlie St. Cloud,Drama
Snabba Cash,Action
Stake Land,Drama
Vanishing on 7th Street,Horror
Barney's Version,Comedy
You Will Meet a Tall Dark Stranger,Comedy
The Conspirator,Crime
Furry Vengeance,Comedy
The Tempest,Comedy
Henry's Crime,Comedy
Extraordinary Measures,Drama
Yogi Bear,Animation
My Soul to Take,Horror
Elle s'appelait Sarah,Drama
The Warrior's Way,Action
Hatchet II,Action
The Trip,Comedy
Hesher,Drama
For Colored Girls,Drama
The Perfect Host,Comedy
Love Ranch,Biography
Love Crime,Crime
Passion Play,Drama
Kaboom,Comedy
Everything Must Go,Drama
Captain America: the First Avenger,Action
Thor,Action
Harry Potter and the Deathly Hallows: Part 2,Adventure
Take Shelter,Drama
Bridesmaids,Comedy
Fast Five,Action
Midnight in Paris,Comedy
Moneyball,Biography
The Girl with the Dragon Tattoo,Crime
Just Go with It,Comedy
The Intouchables,Biography
Drive,Crime
Green Lantern,Action
The Cabin in the Woods,Horror
The Help,Drama
"Crazy, Stupid, Love.",Comedy
No Strings Attached,Comedy
Pirates of the Caribbean: on Stranger Tides,Action
Sucker Punch,Action
Warrior,Action
Kung Fu Panda 2,Animation
Friends with Benefits,Comedy
Immortals,Action
X-Men: First Class,Action
Contagion,Drama
Bad Teacher,Comedy
In Time,Action
One Day,Drama
Scream 4,Horror
Shame,Drama
Mission: Impossible - Ghost Protocol,Action
Super 8,Mystery
We Need to Talk About Kevin,Drama
Limitless,Sci-Fi
Unknown,Action
Transformers: Dark of the Moon,Action
Cowboys & Aliens,Action
Tinker Tailor Soldier Spy,Drama
The Twilight Saga: Breaking Dawn - Part 1,Adventure
Conan the Barbarian,Action
Cars 2,Animation
Rango,Animation
Melancholia,Drama
Source Code,Action
Real Steel,Action
Horrible Bosses,Comedy
Rio,Animation
The Skin I Live In,Drama
Sherlock Holmes: A Game of Shadows,Action
The Three Musketeers,Action
Sleeping Beauty,Drama
Tower Heist,Action
Paul,Adventure
We Bought a Zoo,Comedy
Rise of the Planet of the Apes,Action
Your Highness,Adventure
The Lincoln Lawyer,Crime
Colombiana,Action
Larry Crowne,Comedy
Abduction,Action
A Separation,Drama
Hugo,Drama
The Adjustment Bureau,Romance
10 Years,Comedy
The Tree of Life,Drama
The Deep Blue Sea,Drama
Killer Joe,Crime
Jane Eyre,Drama
Kill the Irishman,Biography
War Horse,Action
The Change-Up,Comedy
The Raid: Redemption,Action
Margin Call,Drama
Martha Marcy May Marlene,Drama
Hanna,Action
50/50,Comedy
The Descendants,Comedy
The Adventures of Tintin,Animation
The Darkest Hour,Action
Final Destination 5,Action
I Am Number Four,Action
Footloose,Comedy
You're Next,Horror
Zindagi Na Milegi Dobara,Comedy
The Hunter,Adventure
The Thing,Horror
Drive Angry,Action
Jack and Jill,Comedy
Zookeeper,Comedy
The Hangover Part II,Comedy
Hall Pass,Comedy
The Best Exotic Marigold Hotel,Comedy
The Grey,Action
The Sitter,Comedy
Take Me Home Tonight,Comedy
The Mechanic,Action
Ghost Rider: Spirit of Vengeance,Action
Battle Los Angeles,Action
The Green Hornet,Action
Killer Elite,Action
Shark Night,Horror
J. Edgar,Biography
Dream House,Drama
Haywire,Action
A Dangerous Method,Biography
The Muppets,Adventure
The Smurfs,Animation
The Ides of March,Drama
Fright Night,Comedy
Soul Surfer,Biography
The Artist,Comedy
Water for Elephants,Drama
"Oslo, August 31st",Drama
The Snowtown Murders,Biography
Something Borrowed,Comedy
The Human Centipede II (Full Sequence),Horror
Priest,Action
Johnny English Reborn,Action
The Inbetweeners,Comedy
Bucky Larson: Born to Be a Star,Comedy
Diary of a Wimpy Kid: Rodrick Rules,Animation
Kill List,Action
Carnage,Comedy
Attack the Block,Action
The Guard,Comedy
Young Adult,Comedy
The Devil's Double,Biography
Another Earth,Drama
Perfect Sense,Drama
Like Crazy,Drama
What's Your Number?,Comedy
Detachment,Drama
Gnomeo & Juliet,Animation
Puss in Boots,Animation
Beastly,Drama
The Art of Getting by,Drama
My Week with Marilyn,Biography
This Must Be the Place,Adventure
Butter,Comedy
Bernie,Biography
Season of the Witch,Action
Silent House,Drama
Winnie the Pooh,Animation
Hobo with a Shotgun,Action
The Eagle,Action
The Rum Diary,Comedy
Spy Kids 4-D: All the Time in the World,Animation
The Divide,Drama
Red Riding Hood,Fantasy
The Roommate,Drama
Salmon Fishing in the Yemen,Comedy
Monte Carlo,Adventure
The Rite,Drama
New Year's Eve,Comedy
Sound of My Voice,Drama
W.E.,Drama
Goon,Comedy
Extremely Loud & Incredibly Close,Adventure
Alvin and the Chipmunks: Chipwrecked,Animation
House of Tolerance,Drama
Our Idiot Brother,Comedy
Weekend,Drama
360,Drama
Sanctum,Action
The Big Year,Comedy
Jo Nesbø's Headhunters,Action
Straw Dogs,Action
Red State,Action
Trespass,Crime
Machine Gun Preacher,Action
From Up on Poppy Hill,Animation
30 Minutes or Less,Action
The Iron Lady,Biography
Your Sister's Sister,Comedy
Mr. Popper's Penguins,Comedy
Texas Killing Fields,Crime
Take This Waltz,Comedy
A Good Old Fashioned Orgy,Comedy
Special Forces,Action
Courageous,Drama
Jin ling shi san chai,Drama
Apollo 18,Horror
Anonymous,Drama
Hop,Animation
Atlas Shrugged: Part I,Drama
Coriolanus,Drama
Elles,Drama
Angels Crest,Drama
Happy Feet Two,Animation
Hysteria,Biography
The Beaver,Drama
The Prey,Action
Wuthering Heights,Drama
Win Win,Comedy
Rockstar,Drama
"Big Mommas: Like Father, Like Son",Action
Tyrannosaur,Drama
Once Upon a Time in Anatolia,Crime
The Dilemma,Comedy
Dolphin Tale,Drama
The Avengers,Action
Django Unchained,Drama
The Hobbit: An Unexpected Journey,Adventure
The Hunger Games,Action
The Dark Knight Rises,Action
Pitch Perfect,Comedy
This Is 40,Comedy
The Hunt,Drama
Prometheus,Adventure
Moonrise Kingdom,Comedy
The Impossible,Drama
Argo,Biography
The Twilight Saga: Breaking Dawn - Part 2,Adventure
Jack Reacher,Action
Zero Dark Thirty,Drama
Cloud Atlas,Action
Skyfall,Action
The Perks of Being a Wallflower,Drama
The Amazing Spider-Man,Action
Les Misérables,Drama
Silver Linings Playbook,Comedy
Snow White and the Huntsman,Action
The Master,Drama
Looper,Action
Killing Them Softly,Crime
Flight,Drama
21 Jump Street,Action
Ted,Comedy
Sinister,Horror
This Means War,Action
That's My Boy,Comedy
Lincoln,Biography
Brave,Animation
The Place Beyond the Pines,Crime
Dredd,Action
Dark Shadows,Comedy
John Carter,Action
Battleship,Action
Magic Mike,Comedy
Hotel Transylvania,Animation
Lawless,Crime
Spring Breakers,Crime
Underworld: Awakening,Action
Piranha 3DD,Comedy
Safe House,Action
Seeking a Friend for the End of the World,Adventure
Lore,Drama
The Bourne Legacy,Action
Abraham Lincoln: Vampire Hunter,Action
Wreck-It Ralph,Animation
Total Recall,Action
Project X,Comedy
American Reunion,Comedy
Wanderlust,Comedy
Savages,Crime
Life of Pi,Adventure
Anna Karenina,Drama
Resident Evil: Retribution,Action
Men in Black 3,Action
Journey 2: The Mysterious Island,Action
Seven Psychopaths,Comedy
Rock of Ages,Comedy
The Dictator,Comedy
The Watch,Comedy
The Expendables 2,Action
Safety Not Guaranteed,Comedy
Chronicle,Adventure
Red Dawn,Action
End of Watch,Action
Wrath of the Titans,Action
Mud,Drama
The Lorax,Animation
Man on a Ledge,Action
Diary of a Wimpy Kid: Dog Days,Animation
The Lucky One,Drama
Rise of the Guardians,Animation
The Iceman,Biography
Maniac,Horror
Byzantium,Drama
Frances Ha,Comedy
Madagascar 3: Europe's Most Wanted,Animation
The Five-Year Engagement,Comedy
House at the End of the Street,Drama
The Sessions,Biography
The Woman in Black,Drama
The Three Stooges,Comedy
Think Like a Man,Comedy
The Vow,Drama
Taken 2,Action
Compliance,Crime
Rust and Bone,Drama
The Company You Keep,Drama
Hit and Run,Action
Act of Valor,Action
Passion,Adventure
On the Road,Adventure
Bullet to the Head,Action
LOL,Comedy
Gone,Action
The First Time,Comedy
Ice Age: Continental Drift,Animation
V/H/S,Horror
No One Lives,Horror
Mirror Mirror,Adventure
About Cherry,Drama
Hitchcock,Biography
The Lords of Salem,Horror
Step Up Revolution,Drama
Ruby Sparks,Comedy
Stuck in Love.,Comedy
The Paperboy,Crime
The Possession,Horror
Silent Hill: Revelation,Action
Safe,Action
The Brass Teapot,Comedy
Alex Cross,Action
Amour,Drama
What to Expect When You're Expecting,Comedy
Trouble with the Curve,Drama
Here Comes the Boom,Action
The Collection,Horror
John Dies at the End,Comedy
To Rome with Love,Comedy
The Giant Mechanical Man,Comedy
ParaNorman,Animation
Contraband,Action
Red Lights,Drama
Arbitrage,Drama
The Man with the Iron Fists,Action
Cosmopolis,Crime
The Campaign,Comedy
Frankenweenie,Animation
A Royal Affair,Biography
The Guilt Trip,Comedy
Stand Up Guys,Comedy
Deadfall,Crime
The Bay,Horror
The Words,Drama
The Broken Circle Breakdown,Drama
Thanks for Sharing,Comedy
Starlet,Drama
The Angels' Share,Comedy
Universal Soldier: Day of Reckoning,Action
Promised Land,Drama
Beasts of the Southern Wild,Adventure
Red Tails,Action
In the House,Drama
The Cold Light of Day,Action
The Apparition,Horror
To the Wonder,Drama
Lockout,Action
Chasing Mavericks,Biography
One for the Money,Action
Bachelorette,Comedy
Lay the Favorite,Comedy
Kahaani,Mystery
Parental Guidance,Comedy
The Raven,Crime
Liberal Arts,Comedy
Stolen,Action
Kon-Tiki,Adventure
Paranormal Activity 4,Horror
Quartet,Comedy
28 Hotel Rooms,Drama
Playing for Keeps,Comedy
Upside Down,Drama
Great Expectations,Drama
The Odd Life of Timothy Green,Comedy
Premium Rush,Action
Not Fade Away,Drama
Disconnect,Drama
Sightseers,Adventure
The Pirates! Band of Misfits,Animation
Chernobyl Diaries,Horror
Celeste & Jesse Forever,Comedy
Talaash,Crime
Hope Springs,Comedy
People Like Us,Comedy
The ABCs of Death,Comedy
Into the White,Action
The Sweeney,Action
Vamps,Comedy
Barfi!,Comedy
Bel Ami,Crime
Unfinished Song,Comedy
A Thousand Words,Comedy
Like Someone in Love,Drama
Escape from Planet Earth,Animation
The Reluctant Fundamentalist,Drama
Much Ado About Nothing,Comedy
Ginger & Rosa,Drama
"For a Good Time, Call...",Comedy
Big Miracle,Biography
What Maisie Knew,Drama
The Devil Inside,Horror
Cocktail,Comedy
Fun Size,Adventure
"Farewell, My Queen",Drama
The Magic of Belle Isle,Comedy
Robot & Frank,Comedy
The Wolf of Wall Street,Biography
Iron Man 3,Action
The Conjuring,Horror
Prisoners,Crime
Thor: The Dark World,Action
The Purge,Horror
Grown Ups 2,Comedy
Fast & Furious 6,Action
Gravity,Drama
About Time,Comedy
The Hobbit: The Desolation of Smaug,Adventure
Man of Steel,Action
Under the Skin,Drama
Blue Is the Warmest Colour,Drama
Only Lovers Left Alive,Comedy
Her,Drama
Snowpiercer,Action
We're the Millers,Comedy
Kick-Ass 2,Action
Frozen,Animation
The Great Gatsby,Drama
American Hustle,Crime
The Green Inferno,Adventure
Rush,Action
Monsters University,Animation
Don Jon,Comedy
Now You See Me,Crime
Oblivion,Action
Identity Thief,Comedy
Nymphomaniac: Vol. I,Drama
Star Trek Into Darkness,Action
The Hunger Games: Catching Fire,Action
Homefront,Action
Movie 43,Comedy
World War Z,Action
12 Years a Slave,Biography
G.I. Joe: Retaliation,Action
Dallas Buyers Club,Biography
The Secret Life of Walter Mitty,Adventure
Pacific Rim,Action
The Croods,Animation
This Is the End,Comedy
The Way Way Back,Comedy
The Internship,Comedy
Elysium,Action
Hansel & Gretel: Witch Hunters,Action
Captain Phillips,Adventure
Evil Dead,Horror
White House Down,Action
Enemy,Drama
Olympus Has Fallen,Action
Lone Survivor,Action
Oz the Great and Powerful,Adventure
Pain & Gain,Action
Oldboy,Action
Out of the Furnace,Action
Coherence,Drama
Ender's Game,Action
Anchorman 2: the Legend Continues,Comedy
The World's End,Comedy
Stoker,Drama
The Mortal Instruments: City of Bones,Action
Mama,Fantasy
Riddick,Action
A Good Day to Die Hard,Action
Escape Plan,Action
The Wolverine,Action
Texas Chainsaw,Horror
Despicable Me 2,Animation
47 Ronin,Action
Adore,Drama
Machete Kills,Action
Warm Bodies,Comedy
Percy Jackson: Sea of Monsters,Adventure
Blue Jasmine,Comedy
Nymphomaniac: Vol. II,Drama
Safe Haven,Drama
Gangster Squad,Action
August: Osage County,Comedy
Locke,Drama
Before Midnight,Drama
Young & Beautiful,Drama
Begin Again,Comedy
Oculus,Horror
Big Bad Wolves,Drama
The Counselor,Crime
Parker,Action
The Call,Crime
Scary Movie V,Comedy
R.I.P.D.,Action
Inside Llewyn Davis,Comedy
The To Do List,Comedy
Carrie,Drama
The Lone Ranger,Action
The Host,Action
Turbo,Animation
What If,Comedy
2 Guns,Action
Enough Said,Comedy
Side Effects,Crime
The Heat,Action
Insidious: Chapter 2,Horror
Redemption,Action
Belle,Biography
Horns,Comedy
After Earth,Action
Lee Daniels' The Butler,Biography
Only God Forgives,Action
RED 2,Action
Blood Ties,Action
The Great Beauty,Drama
Dead Man Down,Action
The Spectacular Now,Comedy
42,Biography
The Best Offer,Crime
The Last Stand,Action
Filth,Comedy
The Grand Seduction,Comedy
I Spit on Your Grave 2,Horror
Short Term 12,Drama
Saving Mr. Banks,Biography
The Book Thief,Drama
The Hangover Part III,Comedy
Lovelace,Biography
The Bling Ring,Biography
The Family,Comedy
The Wind Rises,Animation
Life of Crime,Comedy
Beautiful Creatures,Drama
Joe,Crime
Delivery Man,Comedy
Afternoon Delight,Comedy
Grudge Match,Comedy
Planes,Animation
Cloudy with a Chance of Meatballs 2,Animation
Jack the Giant Slayer,Adventure
Blue Ruin,Crime
Epic,Animation
Dark Skies,Horror
Nebraska,Adventure
The Kings of Summer,Adventure
Bhaag Milkha Bhaag,Biography
Labor Day,Drama
Trance,Crime
Broken City,Action
The Zero Theorem,Comedy
All Is Lost,Action
Anna,Drama
Third Person,Drama
One Chance,Biography
The Grandmaster,Action
The Incredible Burt Wonderstone,Comedy
Austenland,Comedy
The Big Wedding,Comedy
Kill Your Darlings,Biography
Snitch,Action
The Smurfs 2,Animation
Last Vegas,Comedy
Fruitvale Station,Biography
Palo Alto,Drama
Bad Grandpa,Comedy
Philomena,Biography
The Canyons,Drama
Jobs,Biography
Europa Report,Action
The Immigrant,Drama
I Give It a Year,Comedy
Starred Up,Crime
21 & Over,Comedy
The Inevitable Defeat of Mister & Pete,Drama
Romeo and Juliet,Drama
Runner Runner,Crime
A Haunted House,Comedy
The Tale of The Princess Kaguya,Animation
The Double,Comedy
Yeh Jawaani Hai Deewani,Drama
How I Live Now,Action
Upstream Color,Drama
Parkland,Drama
A Field in England,Drama
In Secret,Crime
Paranoia,Drama
The Past,Drama
Breathe In,Drama
V/H/S/2,Horror
Knights of Badassdom,Action
The Congress,Animation
The Fifth Estate,Biography
Ida,Drama
The Love Punch,Comedy
Tracks,Adventure
Bad Words,Comedy
In a World...,Comedy
Ain't Them Bodies Saints,Crime
Man of Tai Chi,Action
The East,Crime
The Lunchbox,Drama
New World,Action
Charlie Countryman,Action
Getaway,Action
Guardians of the Galaxy,Action
Interstellar,Adventure
John Wick,Action
Edge of Tomorrow,Action
Gone Girl,Drama
Captain America: The Winter Soldier,Action
The Grand Budapest Hotel,Adventure
Whiplash,Drama
Kingsman: The Secret Service,Action
Ex Machina,Drama
Divergent,Action
Nightcrawler,Crime
The Hobbit: The Battle of the Five Armies,Adventure
The Equalizer,Action
The Maze Runner,Action
Lucy,Action
Chef,Adventure
What We Do in the Shadows,Comedy
The Imitation Game,Biography
Fury,Action
X-Men: Days of Future Past,Action
Predestination,Action
The Purge: Anarchy,Action
Birdman or (The Unexpected Virtue of Ignorance),Comedy
It Follows,Horror
Blended,Comedy
Hercules,Action
The Judge,Crime
Annie,Comedy
Godzilla,Action
The Giver,Drama
300: Rise of an Empire,Action
American Sniper,Action
"Love, Rosie",Comedy
Big Hero 6,Animation
The Amazing Spider-Man 2,Action
Maleficent,Action
Into the Woods,Adventure
Unbroken,Action
The Lego Movie,Animation
The Hunger Games: Mockingjay - Part 1,Action
Tusk,Comedy
Night at the Museum: Secret of the Tomb,Adventure
The Fault in Our Stars,Drama
"As Above, So Below",Horror
Annabelle,Horror
Boyhood,Drama
The Theory of Everything,Biography
The Expendables 3,Action
The Interview,Action
The Drop,Crime
Transformers: Age of Extinction,Action
Inherent Vice,Comedy
Neighbors,Comedy
The Babadook,Drama
Sex Tape,Comedy
The Other Woman,Comedy
Wild Tales,Comedy
Wild,Adventure
Foxcatcher,Biography
The Guest,Action
Teenage Mutant Ninja Turtles,Action
RoboCop,Action
22 Jump Street,Action
Dawn of the Planet of the Apes,Action
Sin City: A Dame to Kill for,Action
Brick Mansions,Action
Vampire Academy,Action
The Monuments Men,Comedy
Honeymoon,Drama
Dumb and Dumber to,Comedy
Before We Go,Comedy
How to Train Your Dragon 2,Animation
Noah,Action
A Walk Among the Tombstones,Action
Need for Speed,Action
Rio 2,Animation
Seventh Son,Action
Exodus: Gods and Kings,Action
A Million Ways to Die in the West,Comedy
Sabotage,Action
Paddington,Animation
Non-Stop,Action
The Best of Me,Drama
Horrible Bosses 2,Comedy
This Is Where I Leave You,Comedy
Into the Storm,Action
Penguins of Madagascar,Animation
Jack Ryan: Shadow Recruit,Action
Mommy,Drama
Testament of Youth,Biography
Cooties,Action
The Book of Life,Animation
Goodnight Mommy,Horror
The November Man,Action
Dracula Untold,Action
Unfriended,Horror
I Origins,Drama
Transcendence,Action
Endless Love,Drama
Just Before I Go,Comedy
Before I Go to Sleep,Drama
The Good Lie,Biography
Deliver Us from Evil,Action
The Raid 2,Action
Taken 3,Action
Pompeii,Action
Kill Me Three Times,Action
Ride Along,Action
That Awkward Moment,Comedy
The Homesman,Drama
Black Sea,Adventure
"Men, Women & Children",Comedy
Let's Be Cops,Action
A Most Violent Year,Action
PK,Comedy
A Little Chaos,Drama
The Loft,Mystery
A Most Wanted Man,Crime
Clown,Horror
The Signal,Drama
The Hundred-Foot Journey,Comedy
Beyond the Lights,Drama
Maps to the Stars,Comedy
If I Stay,Drama
She's Funny That Way,Comedy
'71,Action
Still Alice,Drama
3 Days to Kill,Action
Spring,Horror
Love & Mercy,Biography
Big Eyes,Biography
Addicted,Drama
The Water Diviner,Drama
Selma,Biography
Veronica Mars,Crime
Million Dollar Arm,Biography
The One I Love,Comedy
Jersey Boys,Biography
Walk of Shame,Comedy
Draft Day,Drama
And So It Goes,Comedy
A Haunted House 2,Comedy
The Gambler,Crime
Cake,Drama
"I, Frankenstein",Action
Muppets Most Wanted,Adventure
Two Night Stand,Comedy
Son of a Gun,Action
Pawn Sacrifice,Biography
Left Behind,Action
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Comedy
St. Vincent,Comedy
The Legend of Hercules,Action
Kill the Messenger,Biography
Step Up All in,Drama
The Salvation,Action
God's Not Dead,Drama
Winter's Tale,Drama
When Marnie Was There,Animation
Mr. Peabody & Sherman,Animation
Tammy,Comedy
Big Game,Action
A Long Way Down,Comedy
The Rover,Action
Force Majeure,Comedy
"Two Days, One Night",Drama
Lost River,Drama
Magic in the Moonlight,Comedy
Song of the Sea,Animation
Hector and the Search for Happiness,Adventure
The Quiet Ones,Horror
Zombeavers,Action
Barefoot,Comedy
No Good Deed,Thriller
Leviathan,Crime
Serena,Drama
The Duke of Burgundy,Drama
Effie Gray,Biography
Wish I Was Here,Comedy
Frank,Comedy
Get on Up,Biography
Suffragette,Drama
Ouija,Horror
Heaven Is for Real,Biography
While We're Young,Comedy
Winter Sleep,Drama
White Bird in a Blizzard,Drama
Dear White People,Comedy
Calvary,Drama
Think Like a Man Too,Comedy
Heaven Knows What,Crime
The Keeping Room,Drama
Planes: Fire & Rescue,Animation
Top Five,Comedy
99 Homes,Drama
Black or White,Drama
Clouds of Sils Maria,Drama
Big Stone Gap,Comedy
Laggies,Comedy
Mad Max: Fury Road,Action
Avengers: Age of Ultron,Action
Crimson Peak,Drama
Furious 7,Action
The Hateful Eight,Crime
Ant-Man,Action
Fifty Shades of Grey,Drama
Sicario,Action
The Witch,Drama
The Big Short,Biography
Jurassic World,Action
The Revenant,Action
The Martian,Adventure
Room,Drama
Inside Out,Animation
Spotlight,Biography
American Ultra,Action
The Man from U.N.C.L.E.,Action
Terminator Genisys,Action
Cinderella,Drama
Star Wars: Episode VII - The Force Awakens,Action
The Lobster,Comedy
Spectre,Action
High-Rise,Drama
Legend,Biography
Chappie,Action
Knock Knock,Drama
In the Heart of the Sea,Action
The Bronze,Comedy
The Intern,Comedy
The Hunger Games: Mockingjay - Part 2,Action
Everest,Action
Blackhat,Action
Spy,Action
Fantastic Four,Action
Mission: Impossible - Rogue Nation,Action
The Visit,Horror
Vacation,Adventure
Creed,Drama
The Age of Adaline,Drama
Black Mass,Biography
Focus,Comedy
Home,Animation
Jupiter Ascending,Action
I Saw the Light,Biography
Minions,Animation
Pitch Perfect 2,Comedy
San Andreas,Action
Trainwreck,Comedy
Tomorrowland,Action
Bridge of Spies,Drama
The Danish Girl,Biography
The Divergent Series: Insurgent,Action
Straight Outta Compton,Biography
Carol,Drama
No Escape,Action
The Boy Next Door,Thriller
Southpaw,Action
The Dressmaker,Comedy
Maze Runner: The Scorch Trials,Action
Lost and Love,Drama
The Last Witch Hunter,Action
Green Room,Horror
Burnt,Comedy
The Good Dinosaur,Animation
Far from the Madding Crowd,Drama
The Invitation,Drama
The Gift,Drama
Point Break,Action
Get Hard,Comedy
Hitman: Agent 47,Action
Entourage,Comedy
Steve Jobs,Biography
Scouts Guide to the Zombie Apocalypse,Action
Hardcore Henry,Action
Joy,Biography
Masterminds,Biography
Brooklyn,Drama
Youth,Comedy
Self/less,Action
Ted 2,Comedy
Pan,Adventure
Pixels,Action
Demolition,Comedy
Macbeth,Drama
Daddy's Home,Comedy
Run All Night,Action
Mr. Right,Action
Magic Mike XXL,Comedy
The DUFF,Comedy
Trumbo,Biography
Hotel Transylvania 2,Animation
Knight of Cups,Drama
The Stanford Prison Experiment,Biography
The Longest Ride,Drama
Victor Frankenstein,Drama
Insidious: Chapter 3,Horror
Goosebumps,Adventure
Aloha,Comedy
Baahubali: The Beginning,Action
A Bigger Splash,Drama
The Wedding Ringer,Comedy
Sisters,Comedy
Secret in Their Eyes,Crime
Irrational Man,Comedy
Wild Card,Action
Paper Towns,Adventure
The Lady in the Van,Biography
The SpongeBob Movie: Sponge Out of Water,Animation
Child 44,Crime
The Wave,Action
A Man Called Ove,Comedy
Beasts of No Nation,Drama
Me and Earl and the Dying Girl,Comedy
Sleeping with Other People,Comedy
Concussion,Biography
The Diary of a Teenage Girl,Comedy
Mustang,Drama
The Walk,Action
Tangerine,Comedy
A Walk in the Woods,Adventure
Sinister 2,Horror
Summertime,Drama
Anomalisa,Animation
The Blackcoat's Daughter,Horror
Mississippi Grind,Comedy
Drishyam,Crime
Attack on Titan Part 1,Action
Woman in Gold,Biography
Eddie the Eagle,Biography
Eye in the Sky,Action
The Second Best Exotic Marigold Hotel,Comedy
Tumbledown,Comedy
Poltergeist,Horror
The Meddler,Comedy
We Are Your Friends,Drama
Into the Forest,Drama
Grandma,Comedy
Bajirao Mastani,Action
By the Sea,Drama
Mortdecai,Action
I'll See You in My Dreams,Comedy
Maggie,Drama
Project Almanac,Drama
Regression,Crime
True Story,Biography
The Man Who Knew Infinity,Biography
The Transporter Refueled,Action
Z for Zachariah,Drama
Equals,Drama
Dope,Adventure
Land of Mine,Drama
Hot Pursuit,Action
Krampus,Comedy
Bajrangi Bhaijaan,Action
The Lure,Drama
The Gunman,Action
The Night Before,Comedy
90 Minutes in Heaven,Drama
Tale of Tales,Drama
Ip Man 3,Action
"McFarland, USA",Biography
Strange Magic,Animation
The Peanuts Movie,Animation
Rock the Kasbah,Comedy
The Sea of Trees,Drama
Alvin and the Chipmunks: The Road Chip,Animation
The Lazarus Effect,Horror
Love the Coopers,Comedy
The 33,Biography
The Little Prince,Animation
Louder Than Bombs,Drama
The Gallows,Horror
The Ones Below,Drama
Southbound,Horror
Men & Chicken,Comedy
Hyena Road,Action
Slow West,Action
The End of the Tour,Biography
Cop Car,Crime
The Daughter,Drama
Jem and the Holograms,Adventure
Cemetery of Splendor,Drama
Captive,Action
Our Brand Is Crisis,Comedy
Unfinished Business,Comedy
Hot Tub Time Machine 2,Comedy
Turbo Kid,Action
The Overnight,Comedy
"Hello, My Name Is Doris",Comedy
Ricki and the Flash,Comedy
Danny Collins,Biography
Son of Saul,Drama
Mr. Holmes,Drama
Empire of Lust,Action
Paul Blart: Mall Cop 2,Action
Remember,Drama
War Room,Drama
Dragon Blade,Action
45 Years,Drama
Mother's Day,Comedy
Suicide Squad,Action
The Magnificent Seven,Action
Captain America: Civil War,Action
Warcraft,Action
Deadpool,Action
Doctor Strange,Action
Split,Horror
Me Before You,Drama
Don't Breathe,Crime
Lady Macbeth,Drama
Moana,Animation
Arrival,Drama
X-Men: Apocalypse,Action
Captain Fantastic,Comedy
Star Trek Beyond,Action
Sing,Animation
La La Land,Comedy
The Conjuring 2,Horror
Passengers,Drama
Zootopia,Animation
The Huntsman: Winter's War,Action
Hacksaw Ridge,Biography
The Handmaiden,Drama
13 Hours,Action
Nocturnal Animals,Drama
Rogue One: A Star Wars Story,Action
Batman v Superman: Dawn of Justice,Action
Your Name.,Animation
Kung Fu Panda 3,Animation
The Nice Guys,Action
Independence Day: Resurgence,Action
Raw,Drama
Miss Peregrine's Home for Peculiar Children,Adventure
Fantastic Beasts and Where to Find Them,Adventure
Train to Busan,Action
Resident Evil: The Final Chapter,Action
Criminal,Action
Underworld: Blood Wars,Action
The Shallows,Action
Hidden Figures,Biography
Sausage Party,Animation
The Girl on the Train,Crime
Hell or High Water,Action
The Purge: Election Year,Action
Ghostbusters,Action
The Accountant,Action
The Neon Demon,Horror
Moonlight,Drama
Jason Bourne,Action
Manchester by the Sea,Drama
Central Intelligence,Action
War Dogs,Biography
The Legend of Tarzan,Action
Silence,Drama
American Honey,Adventure
Gods of Egypt,Action
